---------------------------  data, labels -------------------------
['283' '1089' '404' '1122']0
['1150' '2127' '147' '946']1
['79' '303' '1609' '1702']0
['449' '844' '1548' '1207']0
['1791' '1839' '79' '1916']1
['1785' '1078' '23' '1702']1
['1152' '2308' '1792' '1053']0
['747' '1199' '932' '698']0
['1784' '1558' '1731' '109']0
['1035' '1689' '1629' '1846']0
['1335' '681' '265' '1197']1
['663' '1284' '385' '1503']0
['1244' '2128' '706' '1473']0
['1310' '2128' '223' '1168']0
['1819' '334' '323' '954']0
['1784' '2182' '305' '834']1
['758' '2073' '1609' '109']0
['369' '1615' '220' '903']1
['1268' '93' '129' '1839']1
['117' '2376' '393' '908']0
['124' '234' '323' '504']0
['22' '170' '756' '834']0
['114' '358' '974' '858']0
['1202' '1839' '1491' '1106']0
['159' '83' '1770' '1178']0
['351' '73' '267' '139']1
['226' '748' '556' '167']0
['1929' '2355' '147' '809']1
['983' '1386' '433' '1558']0
['1943' '716' '129' '1660']1
['960' '1471' '1674' '109']0
['919' '1199' '1175' '250']0
['1929' '1290' '375' '701']0
['0' '1620' '906' '1434']1
['783' '2395' '611' '893']0
['1797' '2127' '932' '875']0
['1095' '2318' '142' '743']1
['436' '336' '1731' '874']0
['1310' '142' '200' '1429']1
['124' '2143' '1396' '47']0
['1784' '676' '39' '1718']1
['886' '2393' '139' '971']1
['1320' '379' '503' '250']0
['501' '2128' '457' '715']0
['1694' '305' '1610' '310']0
['131' '1209' '323' '748']0
['349' '445' '129' '167']1
['1784' '2249' '147' '825']1
['267' '1069' '727' '1701']0
['1365' '1015' '267' '834']1
['1047' '2122' '139' '1178']1
['320' '1491' '1245' '1153']0
['1895' '78' '1792' '1336']0
['386' '2128' '485' '1669']0
['356' '1491' '1610' '1203']0
['1819' '43' '36' '111']1
['1783' '2318' '1643' '1753']0
['1006' '288' '1198' '126']0
['283' '1839' '1801' '192']0
['134' '26' '147' '1846']1
['0' '1410' '1137' '167']0
['1398' '1491' '1610' '415']0
['1784' '478' '1188' '1916']0
['407' '150' '141' '178']1
['449' '243' '1465' '1264']0
['131' '1823' '1333' '1518']0
['1150' '1055' '1175' '1637']1
['81' '36' '299' '831']1
['226' '2347' '1731' '414']0
['417' '75' '906' '1434']1
['1889' '170' '880' '1228']0
['106' '1813' '1643' '858']0
['501' '2128' '1113' '1612']0
['198' '1880' '265' '584']1
['1310' '1958' '309' '834']1
['344' '1412' '274' '1190']1
['518' '2334' '1008' '1846']1
['240' '1209' '323' '1675']0
['983' '1828' '257' '294']1
['1095' '2318' '1701' '1702']0
['287' '1024' '1129' '1743']0
['55' '73' '404' '52']0
['223' '1041' '1514' '858']0
['421' '1361' '257' '1542']1
['1774' '1361' '406' '97']1
['498' '2128' '926' '1315']0
['1500' '1592' '267' '834']1
['1891' '2128' '962' '167']0
['740' '2210' '1063' '1556']0
['318' '1164' '1610' '218']0
['452' '1477' '1739' '192']0
['1860' '1705' '322' '1139']1
['984' '609' '716' '1891']0
['124' '351' '1803' '1225']0
['1047' '1966' '1186' '1853']0
['167' '425' '1106' '1556']0
['152' '1491' '1610' '259']0
['1047' '1322' '250' '948']1
['983' '1838' '1610' '78']0
['287' '2332' '486' '909']0
['133' '2393' '974' '1866']0
['1310' '479' '16' '1915']1
['1008' '1539' '1137' '836']0
['1047' '355' '951' '809']0
['475' '2160' '1009' '1530']1
['451' '1511' '1755' '52']0
['117' '1975' '375' '1572']0
['233' '2378' '1188' '1702']0
['1332' '1415' '1557' '109']0
['213' '2145' '985' '981']0
['287' '961' '616' '111']0
['55' '73' '404' '52']0
['1855' '1397' '142' '1778']1
['450' '1330' '139' '672']1
['1319' '1630' '1141' '717']0
['1057' '1208' '778' '167']0
['432' '1338' '1731' '609']0
['1001' '2179' '323' '1056']0
['290' '1150' '1801' '1885']0
['0' '1015' '736' '946']0
['131' '1209' '1643' '1068']0
['245' '243' '1635' '1178']0
['281' '101' '50' '52']0
['1784' '469' '257' '569']1
['287' '2060' '1395' '717']0
['1174' '330' '86' '202']1
['1184' '1212' '322' '515']1
['935' '2173' '1600' '1916']0
['1716' '1857' '21' '575']1
['517' '1069' '595' '1635']0
['1157' '1338' '1776' '1702']0
['1243' '951' '6' '148']1
['106' '243' '1609' '613']0
['1784' '1372' '32' '404']1
['283' '850' '1643' '1790']0
['1834' '280' '139' '809']1
['1784' '1160' '1609' '1702']0
['986' '1131' '268' '409']1
['226' '2127' '1616' '946']0
['1784' '1804' '12' '213']1
['633' '2364' '1610' '436']0
['774' '2128' '1067' '1687']0
['124' '199' '1609' '1707']0
['1024' '1534' '1616' '1876']0
['1955' '796' '1188' '31']0
['1783' '2128' '1092' '347']0
['244' '444' '111' '57']0
['1571' '2135' '1112' '192']0
['805' '1667' '1566' '312']0
['691' '818' '502' '1157']1
['1894' '2127' '11' '1718']1
['287' '118' '119' '1583']1
['39' '288' '906' '1037']0
['247' '1099' '979' '212']0
['1979' '2173' '1610' '165']0
['168' '762' '1456' '1168']0
['1208' '2341' '1058' '213']0
['1935' '275' '1610' '601']0
['1584' '1948' '139' '1447']1
['1783' '2128' '1092' '347']0
['1008' '2151' '824' '858']0
['1006' '1526' '1188' '148']0
['1036' '2127' '1667' '856']0
['1966' '371' '1683' '645']0
['344' '1213' '1466' '167']0
['560' '2142' '16' '1702']1
['1784' '1549' '1481' '936']0
['1636' '1069' '1542' '223']0
['247' '2128' '1304' '1876']0
['1819' '1129' '142' '1702']1
['1889' '2173' '145' '81']1
['1047' '1155' '906' '1434']0
['269' '1099' '342' '1784']0
['1761' '1898' '129' '1194']1
['1320' '2117' '1152' '1701']0
['349' '1447' '380' '1500']0
['187' '1246' '528' '1854']1
['418' '2173' '1266' '167']0
['1718' '2171' '1188' '1822']0
['1906' '1706' '502' '717']1
['344' '336' '477' '109']0
['114' '974' '1678' '1035']0
['1303' '1491' '1414' '109']0
['1895' '27' '1739' '1864']0
['287' '1338' '1746' '1865']0
['293' '1096' '375' '1868']1
['1341' '1767' '139' '971']1
['923' '2263' '375' '1541']0
['986' '715' '265' '1106']1
['124' '722' '1396' '1702']0
['344' '1638' '1608' '589']0
['19' '2145' '1426' '237']0
['849' '1164' '323' '749']0
['449' '844' '1548' '1207']0
['369' '2257' '1357' '1702']0
['1784' '652' '257' '1429']1
['60' '1069' '1175' '1160']0
['1047' '2128' '335' '1311']0
['1781' '2147' '375' '327']1
['1862' '1491' '357' '1709']0
['124' '1066' '1643' '1671']0
['1592' '1069' '406' '1916']0
['1604' '1864' '1501' '1106']0
['1310' '2148' '1193' '670']0
['1012' '243' '1662' '1806']0
['1243' '1772' '1608' '270']0
['1784' '1431' '1188' '109']0
['1188' '1069' '1731' '1318']0
['644' '1643' '1188' '1079']0
['1654' '1313' '139' '1472']1
['1257' '928' '139' '335']1
['287' '1415' '632' '1480']0
['124' '2318' '1723' '717']0
['1784' '1680' '1092' '1850']0
['950' '45' '1643' '87']0
['783' '1425' '323' '810']0
['369' '1966' '984' '1876']0
['1994' '2290' '1774' '638']0
['650' '1139' '257' '1037']1
['1332' '1521' '974' '1556']0
['1784' '1415' '1204' '1007']0
['114' '2318' '1679' '1168']0
['1893' '739' '174' '739']1
['414' '1069' '1770' '1318']0
['1429' '68' '129' '946']1
['287' '1234' '1188' '1416']0
['266' '452' '139' '691']0
['693' '924' '1501' '1701']0
['114' '1005' '328' '1175']0
['344' '2155' '375' '1706']0
['1257' '1470' '318' '1916']1
['386' '1258' '1618' '1069']0
['395' '2364' '323' '1130']0
['771' '435' '1188' '104']0
['956' '1499' '299' '831']1
['1310' '2128' '211' '858']0
['1047' '1099' '1434' '274']0
['1784' '551' '39' '1177']1
['299' '1295' '323' '1056']0
['1833' '1386' '978' '781']0
['657' '1491' '1610' '1859']0
['1784' '240' '139' '1049']0
['960' '2161' '1610' '392']0
['260' '319' '147' '1846']1
['281' '101' '50' '52']0
['1895' '27' '1739' '1864']0
['1784' '15' '1746' '1361']0
['39' '2128' '1037' '1043']0
['893' '1472' '1699' '111']0
['124' '2318' '267' '834']1
['1661' '1171' '585' '1891']0
['981' '78' '937' '606']0
['233' '2153' '1762' '809']0
['1784' '2372' '265' '1203']1
['233' '684' '1117' '831']0
['1343' '209' '101' '213']1
['0' '1077' '1717' '1891']0
['1006' '1477' '906' '1039']1
['287' '745' '96' '893']1
['1310' '1014' '139' '1911']1
['1317' '766' '265' '1172']1
['1784' '1249' '1289' '950']0
['1805' '2127' '932' '645']0
['1093' '170' '1537' '1775']0
['182' '1361' '923' '167']0
['1929' '2381' '1169' '1135']0
['937' '2141' '39' '1368']1
['1008' '1393' '104' '948']1
['171' '170' '837' '1168']0
['1310' '1099' '787' '167']0
['1889' '2034' '502' '834']0
['444' '358' '273' '946']1
['978' '2127' '1711' '877']0
['344' '1239' '191' '1726']1
['1996' '1419' '746' '1702']1
['282' '2128' '410' '97']0
['93' '2335' '809' '1846']0
['1994' '276' '1591' '1215']0
['114' '451' '1161' '167']0
['55' '73' '1396' '1702']0
['267' '1069' '892' '242']0
['124' '234' '1175' '109']0
['44' '8' '68' '167']0
['93' '814' '1610' '1108']0
['1310' '68' '320' '1710']1
['344' '1023' '893' '560']0
['155' '409' '775' '1018']0
['1215' '240' '1609' '946']1
['1609' '170' '1110' '1305']0
['300' '2173' '433' '917']0
['1783' '405' '473' '1846']0
['1803' '951' '754' '1891']0
['1784' '1982' '117' '1719']1
['1784' '1982' '117' '1719']1
['825' '892' '353' '1718']0
['44' '36' '1188' '2']0
['39' '1164' '1611' '1117']0
['126' '1069' '640' '1702']0
['1148' '1684' '945' '709']0
['124' '722' '1175' '1312']0
['1847' '2141' '1609' '948']0
['1346' '1096' '106' '157']1
['287' '1910' '1188' '814']0
['133' '2393' '974' '1866']0
['1095' '2318' '323' '646']0
['1784' '1712' '1660' '1036']0
['895' '545' '295' '789']1
['1316' '1871' '305' '52']1
['978' '2127' '1711' '877']0
['330' '1073' '1609' '1854']0
['1047' '2128' '1297' '1168']0
['1783' '817' '1638' '109']0
['19' '2128' '1722' '882']0
['407' '1281' '1764' '903']0
['75' '129' '16' '849']1
['1918' '243' '1416' '1068']0
['744' '1046' '314' '1702']1
['525' '2128' '464' '779']0
['1008' '2022' '257' '1791']1
['1465' '50' '375' '1702']1
['1319' '1630' '1141' '717']0
['1311' '1904' '1687' '109']0
['280' '2134' '1007' '1621']0
['1929' '1541' '129' '1846']1
['1296' '2134' '1731' '109']0
['1257' '332' '79' '1916']1
['1784' '1887' '265' '1102']1
['1480' '2141' '39' '619']1
['239' '219' '1145' '679']0
['861' '504' '1643' '1688']0
['433' '1934' '974' '1702']0
['1784' '1578' '1150' '233']0
['516' '2341' '892' '242']0
['1402' '1434' '433' '1434']0
['1819' '2128' '1017' '1876']0
['283' '2383' '1175' '971']0
['1784' '2012' '147' '1491']1
['1008' '1855' '265' '1203']1
['407' '2180' '458' '1743']0
['19' '1477' '352' '834']0
['1783' '1069' '892' '408']0
['239' '1332' '929' '672']0
['876' '1212' '267' '834']1
['45' '1937' '375' '1862']1
['1985' '1890' '6' '162']1
['1638' '243' '1394' '1538']0
['317' '493' '322' '1447']1
['205' '167' '12' '244']1
['407' '1763' '1403' '109']0
['1784' '2311' '265' '20']1
['1954' '1295' '181' '128']0
['124' '748' '1151' '1661']0
['1481' '2127' '1616' '1846']0
['1147' '1501' '1610' '1412']0
['1006' '2127' '974' '1701']0
['1784' '1745' '1476' '167']0
['628' '2143' '1188' '1846']0
['93' '1477' '1739' '704']0
['369' '1526' '265' '1045']1
['321' '243' '876' '213']0
['258' '2332' '1396' '47']0
['226' '2181' '1610' '377']0
['1008' '1470' '129' '946']1
['1310' '977' '129' '946']1
['966' '1492' '1610' '398']0
['1008' '2097' '265' '1343']1
['167' '1828' '257' '1891']0
['1053' '1503' '1188' '1702']0
['1906' '1305' '595' '233']0
['1095' '209' '265' '1643']1
['322' '528' '1643' '1702']0
['208' '2318' '1077' '213']0
['386' '219' '20' '1864']1
['263' '275' '1020' '948']0
['881' '1361' '1196' '1718']0
['1255' '2173' '1627' '1895']0
['701' '1623' '265' '924']1
['344' '2393' '663' '1157']0
['1188' '1041' '932' '223']0
['988' '1491' '129' '1337']1
['807' '2127' '1210' '70']0
['1084' '1213' '1492' '215']0
['1562' '2128' '1037' '46']0
['1257' '1070' '353' '1920']0
['1384' '1491' '1755' '1702']0
['223' '2333' '1196' '1543']0
['582' '2134' '1518' '109']0
['283' '275' '323' '512']0
['344' '117' '314' '1718']1
['109' '2303' '932' '843']0
['1243' '2126' '1610' '649']0
['1783' '394' '252' '345']1
['1791' '1275' '328' '165']0
['27' '1069' '892' '544']0
['291' '2106' '375' '1345']0
['1093' '1212' '906' '1434']1
['1087' '1830' '129' '966']1
['1784' '1804' '265' '1782']1
['1347' '2128' '1208' '167']0
['1741' '354' '1610' '482']0
['336' '216' '1188' '1359']0
['1795' '1050' '139' '809']1
['39' '2352' '663' '1916']0
['131' '2318' '1004' '202']0
['1047' '2128' '912' '1702']0
['918' '1801' '502' '619']1
['1310' '1966' '89' '1220']0
['950' '336' '932' '719']0
['1803' '202' '265' '4']1
['946' '978' '265' '700']1
['1784' '1578' '1731' '834']0
['171' '1164' '1609' '1480']0
['1310' '2131' '46' '1916']1
['1008' '1547' '897' '1236']0
['187' '2198' '541' '1168']0
['407' '637' '1381' '97']1
['226' '2061' '1652' '1169']0
['498' '78' '1117' '260']0
['233' '2106' '902' '167']0
['1525' '1961' '1196' '1718']0
['40' '159' '258' '102']0
['1292' '2024' '23' '698']1
['1562' '43' '36' '139']1
['114' '2363' '1643' '387']0
['1994' '1483' '1106' '327']0
['226' '1823' '1207' '376']0
['226' '1992' '730' '1806']0
['626' '1532' '267' '858']1
['1949' '2326' '904' '109']0
['1467' '2130' '766' '1759']0
['916' '1099' '1695' '1538']0
['287' '1445' '265' '627']1
['1413' '306' '961' '1178']0
['1819' '334' '323' '1468']0
['407' '983' '1169' '1135']0
['1889' '209' '273' '512']1
['287' '1550' '1779' '1407']0
['1978' '68' '1792' '1053']0
['239' '1386' '904' '332']0
['1994' '73' '129' '1242']1
['1047' '1099' '1411' '109']0
['226' '1315' '1551' '936']0
['0' '1668' '406' '47']1
['1700' '1164' '323' '1536']0
['1243' '2376' '134' '1129']1
['499' '1105' '242' '1168']1
['1578' '170' '1344' '1514']0
['653' '618' '1007' '1702']0
['1125' '2331' '21' '1916']1
['873' '1164' '1218' '1721']0
['906' '541' '618' '619']0
['1992' '1043' '122' '1004']1
['1784' '2311' '265' '20']1
['233' '2290' '1476' '1473']0
['1047' '2128' '478' '1168']0
['344' '444' '1610' '1741']0
['1740' '2210' '267' '1707']1
['105' '383' '1803' '902']0
['124' '1066' '1643' '1671']0
['114' '1315' '413' '1068']0
['276' '2080' '502' '1891']0
['1784' '1377' '347' '1168']0
['881' '781' '134' '1482']1
['215' '650' '375' '428']0
['1310' '1278' '257' '1891']1
['1966' '170' '1468' '1275']0
['907' '1096' '129' '1846']1
['1343' '1199' '1501' '611']0
['1007' '2173' '1266' '1702']0
['114' '2377' '370' '1172']0
['344' '1316' '421' '1214']0
['287' '2129' '57' '1743']1
['1047' '2128' '1308' '1707']0
['881' '417' '251' '158']1
['344' '78' '1403' '1701']0
['1653' '243' '1687' '1702']0
['1784' '240' '139' '1049']0
['1791' '1839' '79' '1916']1
['1047' '2124' '1610' '941']1
['1047' '675' '1643' '1702']0
['117' '379' '434' '1037']0
['1592' '1491' '894' '615']0
['1784' '2290' '959' '1168']0
['1164' '952' '559' '1864']0
['1664' '1491' '1489' '595']0
['1310' '732' '188' '1702']1
['1325' '994' '90' '1702']1
['1184' '2263' '21' '1743']1
['236' '555' '323' '357']0
['1784' '1803' '265' '328']1
['436' '439' '188' '858']1
['114' '1041' '1421' '1149']0
['124' '234' '139' '159']1
['1819' '1081' '139' '971']1
['1819' '416' '147' '314']1
['983' '1315' '129' '1513']1
['1093' '1069' '122' '1429']1
['1289' '816' '1422' '856']0
['39' '2128' '1137' '834']0
['1784' '1745' '1476' '167']0
['379' '2128' '804' '1168']0
['344' '194' '404' '1718']0
['22' '1069' '607' '1702']0
['449' '960' '39' '1702']1
['114' '2005' '375' '1678']0
['1147' '1491' '1610' '978']0
['180' '1823' '892' '903']0
['1832' '243' '786' '1702']0
['1343' '521' '125' '1050']1
['1202' '1759' '1008' '238']0
['1307' '1331' '180' '1846']1
['1994' '1891' '1688' '1702']0
['1929' '647' '923' '1846']1
['1540' '971' '39' '1702']1
['344' '1913' '1106' '1866']0
['509' '2096' '265' '78']1
['267' '146' '1746' '1207']0
['1784' '1803' '129' '515']1
['219' '2393' '465' '1052']0
['276' '1099' '1073' '651']0
['283' '452' '1591' '764']0
['659' '647' '196' '1702']1
['1784' '1803' '265' '328']1
['739' '1486' '1188' '96']0
['1150' '1398' '502' '1701']1
['386' '140' '322' '831']1
['881' '1361' '307' '946']1
['1319' '375' '267' '96']1
['1047' '2128' '1134' '979']0
['1095' '219' '129' '1029']1
['109' '974' '1633' '1702']0
['1171' '1764' '122' '801']0
['1341' '1021' '1325' '325']0
['981' '1302' '1776' '1275']0
['881' '1212' '139' '1885']1
['1943' '2394' '1739' '1027']1
['1973' '1069' '1792' '1133']0
['1310' '2128' '210' '1072']0
['315' '833' '142' '1702']1
['559' '1896' '273' '1458']1
['1157' '2074' '406' '47']1
['124' '234' '1712' '1561']0
['223' '2047' '1610' '1669']0
['744' '1521' '140' '1701']1
['1562' '2326' '1437' '959']0
['1994' '603' '1199' '1447']0
['131' '1315' '1063' '109']0
['1856' '1503' '1678' '946']1
['239' '722' '1403' '1710']0
['1577' '2113' '375' '1717']0
['635' '2318' '323' '1314']0
['1819' '2131' '271' '120']1
['1292' '1425' '106' '109']1
['1690' '924' '1610' '1107']0
['1801' '235' '906' '1434']1
['114' '1041' '1175' '217']0
['1994' '1057' '323' '558']1
['1784' '2379' '305' '52']1
['1093' '170' '1113' '300']0
['1116' '880' '1188' '1702']0
['1686' '2318' '323' '724']0
['236' '1209' '1176' '1300']0
['322' '1621' '314' '1701']1
['1994' '250' '507' '1207']1
['1217' '675' '142' '1149']1
['117' '379' '434' '1037']0
['1784' '2097' '1063' '1702']0
['356' '118' '595' '831']0
['124' '2318' '1175' '109']0
['307' '487' '119' '1806']0
['124' '234' '76' '1916']1
['1170' '243' '1311' '370']0
['1123' '440' '1008' '1846']0
['56' '1828' '1610' '78']0
['663' '1284' '385' '1503']0
['1929' '704' '257' '809']1
['163' '1066' '139' '176']0
['1310' '162' '1609' '1024']0
['287' '1235' '755' '1789']0
['881' '2103' '322' '192']1
['1006' '2128' '880' '1693']0
['1791' '1378' '1775' '1743']0
['232' '1220' '1149' '1473']0
['629' '743' '896' '109']0
['1310' '292' '1754' '1702']0
['213' '1164' '517' '1916']0
['1095' '1867' '1643' '856']0
['1994' '1336' '1803' '1182']0
['501' '68' '139' '253']1
['1562' '2128' '1140' '97']0
['1047' '1377' '395' '167']0
['1721' '1270' '455' '856']0
['1343' '521' '125' '1050']1
['410' '2368' '265' '80']1
['1716' '1627' '129' '809']1
['1784' '2191' '271' '306']1
['1310' '819' '251' '825']1
['1949' '2326' '904' '109']0
['1008' '2193' '265' '25']1
['126' '1164' '323' '680']0
['287' '1323' '1708' '1232']0
['1811' '2128' '928' '356']0
['1310' '1736' '129' '446']1
['1047' '1966' '1738' '1548']0
['283' '1386' '1661' '1702']0
['1066' '1863' '1610' '918']0
['1008' '1393' '404' '1600']0
['398' '1511' '1643' '1369']0
['187' '1823' '938' '820']0
['336' '1178' '917' '112']0
['727' '1164' '1610' '1005']0
['1784' '397' '901' '1157']0
['1819' '186' '932' '1824']0
['76' '1545' '375' '908']1
['1784' '390' '515' '903']0
['1944' '2136' '1403' '176']0
['1355' '589' '106' '1702']1
['1819' '1096' '1643' '548']0
['263' '1066' '327' '82']0
['21' '2135' '621' '16']0
['1288' '1001' '21' '834']1
['1784' '1268' '1396' '97']1
['1929' '704' '257' '809']1
['1008' '880' '122' '809']1
['663' '1284' '385' '1503']0
['283' '2143' '296' '946']0
['1203' '440' '139' '672']0
['569' '1069' '510' '1207']0
['1053' '1970' '1063' '948']0
['590' '739' '268' '1846']1
['39' '2128' '1198' '1713']0
['1784' '2298' '170' '40']1
['1562' '146' '375' '834']0
['860' '2173' '1090' '109']0
['1006' '170' '1426' '1168']0
['127' '237' '743' '1480']0
['1784' '1619' '406' '97']1
['1784' '1997' '267' '1702']1
['287' '1551' '1117' '1838']0
['1801' '2097' '139' '1885']1
['1006' '2173' '433' '1576']0
['1929' '70' '1610' '943']0
['266' '2102' '1747' '1745']0
['1047' '1783' '322' '1085']1
['1008' '905' '492' '1538']0
['1385' '1968' '1789' '1846']0
['287' '1614' '246' '213']1
['1654' '866' '302' '948']1
['287' '2283' '375' '834']0
['1860' '1047' '267' '834']1
['415' '240' '1618' '831']1
['1430' '2393' '1199' '1470']0
['1784' '1996' '901' '1005']0
['1703' '1069' '663' '1157']0
['1093' '2128' '721' '1168']0
['344' '2316' '1608' '1702']0
['1150' '2145' '174' '577']1
['396' '195' '38' '327']1
['1784' '562' '322' '1885']1
['1093' '170' '474' '834']0
['1819' '2128' '907' '1341']0
['1983' '2131' '1204' '619']0
['960' '2176' '257' '1701']0
['1784' '445' '251' '995']1
['1598' '2068' '265' '1056']1
['1823' '577' '370' '218']0
['287' '683' '1396' '47']1
['1921' '2173' '1610' '1136']0
['960' '1819' '349' '1702']0
['1503' '1164' '1609' '1272']0
['498' '161' '187' '1703']1
['1935' '1001' '1643' '201']0
['214' '985' '1030' '903']0
['1653' '243' '1687' '1702']0
['1238' '2145' '1592' '247']0
['1260' '2211' '129' '1911']1
['1749' '2131' '271' '1862']1
['1084' '2128' '1519' '834']0
['1320' '1338' '1196' '580']0
['1962' '243' '1001' '1702']0
['983' '1280' '257' '552']0
['534' '207' '323' '1219']0
['511' '924' '1570' '693']0
['1784' '469' '257' '569']1
['124' '234' '1561' '1743']0
['1711' '2263' '147' '1473']1
['181' '2326' '393' '291']0
['1819' '344' '285' '1702']1
['1381' '1041' '357' '1702']0
['950' '288' '932' '1035']0
